U+0072	r	0x72	LATIN SMALL LETTER R	
U+0073	s	0x73	LATIN SMALL LETTER S	
U+0074	t	0x74	LATIN SMALL LETTER T	
U+0075	u	0x75	LATIN SMALL LETTER U	
U+0076	v	0x76	LATIN SMALL LETTER V	
U+0077	w	0x77	LATIN SMALL LETTER W	
U+0078	x	0x78	LATIN SMALL LETTER X	
U+0079	y	0x79	LATIN SMALL LETTER Y	
U+007A	z	0x7a	LATIN SMALL LETTER Z	
U+007B	{	0x7b	LEFT CURLY BRACKET	OPENING CURLY BRACKET
U+007C	|	0x7c	VERTICAL LINE	VERTICAL BAR
U+007D	}	0x7d	RIGHT CURLY BRACKET	CLOSING CURLY BRACKET
U+007E	~	0x7e	TILDE	
U+007F	 	0x7f	<control>	DELETE
U+0080	 	0xc2 0x80	<control>	
U+0081	 	0xc2 0x81	<control>	
U+0082	 	0xc2 0x82	<control>	BREAK PERMITTED HERE
U+0083	 	0xc2 0x83	<control>	NO BREAK HERE
U+0084	 	0xc2 0x84	<control>	
U+0085	 	0xc2 0x85	<control>	NEXT LINE
U+0086	 	0xc2 0x86	<control>	START OF SELECTED AREA
U+0087	 	0xc2 0x87	<control>	END OF SELECTED AREA
U+0088	 	0xc2 0x88	<control>	CHARACTER TABULATION SET
U+0089	 	0xc2 0x89	<control>	CHARACTER TABULATION WITH JUSTIFICATION
U+008A	 	0xc2 0x8a	<control>	LINE TABULATION SET
U+008B	 	0xc2 0x8b	<control>	PARTIAL LINE FORWARD
U+008C	 	0xc2 0x8c	<control>	PARTIAL LINE BACKWARD
U+008D	 	0xc2 0x8d	<control>	REVERSE LINE FEED
U+008E	 	0xc2 0x8e	<control>	SINGLE SHIFT TWO
U+008F	 	0xc2 0x8f	<control>	SINGLE SHIFT THREE
U+0090	 	0xc2 0x90	<control>	DEVICE CONTROL STRING
U+0091	 	0xc2 0x91	<control>	PRIVATE USE ONE
U+0092	 	0xc2 0x92	<control>	PRIVATE USE TWO
U+0093	 	0xc2 0x93	<control>	SET TRANSMIT STATE
U+0094	 	0xc2 0x94	<control>	CANCEL CHARACTER
U+0095	 	0xc2 0x95	<control>	MESSAGE WAITING
U+0096	 	0xc2 0x96	<control>	START OF GUARDED AREA
U+0097	 	0xc2 0x97	<control>	END OF GUARDED AREA
U+0098	 	0xc2 0x98	<control>	START OF STRING
U+0099	 	0xc2 0x99	<control>	
U+009A	 	0xc2 0x9a	<control>	SINGLE CHARACTER INTRODUCER
U+009B	 	0xc2 0x9b	<control>	CONTROL SEQUENCE INTRODUCER
U+009C	 	0xc2 0x9c	<control>	STRING TERMINATOR
U+009D	 	0xc2 0x9d	<control>	OPERATING SYSTEM COMMAND
U+009E	 	0xc2 0x9e	<control>	PRIVACY MESSAGE
U+009F	 	0xc2 0x9f	<control>	APPLICATION PROGRAM COMMAND
U+00A0	 	0xc2 0xa0	NO-BREAK SPACE	NON-BREAKING SPACE
U+00A1	¡	0xc2 0xa1	INVERTED EXCLAMATION MARK	
U+00A2	¢	0xc2 0xa2	CENT SIGN	
U+00A3	£	0xc2 0xa3	POUND SIGN	
U+00A4	¤	0xc2 0xa4	CURRENCY SIGN	
U+00A5	¥	0xc2 0xa5	YEN SIGN	
U+00A6	¦	0xc2 0xa6	BROKEN BAR	BROKEN VERTICAL BAR
U+00A7	§	0xc2 0xa7	SECTION SIGN	
U+00A8	¨	0xc2 0xa8	DIAERESIS	SPACING DIAERESIS
U+00A9	©	0xc2 0xa9	COPYRIGHT SIGN	
U+00AA	ª	0xc2 0xaa	FEMININE ORDINAL INDICATOR	
U+00AB	«	0xc2 0xab	LEFT-POINTING DOUBLE ANGLE QUOTATION MARK	LEFT POINTING GUILLEMET
U+00AC	¬	0xc2 0xac	NOT SIGN	
U+00AD	­	0xc2 0xad	SOFT HYPHEN	
U+00AE	®	0xc2 0xae	REGISTERED SIGN	REGISTERED TRADE MARK SIGN
U+00AF	¯	0xc2 0xaf	MACRON	SPACING MACRON
U+00B0	°	0xc2 0xb0	DEGREE SIGN	
U+00B1	±	0xc2 0xb1	PLUS-MINUS SIGN	PLUS-OR-MINUS SIGN
U+00B2	²	0xc2 0xb2	SUPERSCRIPT TWO	SUPERSCRIPT DIGIT TWO
U+00B3	³	0xc2 0xb3	SUPERSCRIPT THREE	SUPERSCRIPT DIGIT THREE
U+00B4	´	0xc2 0xb4	ACUTE ACCENT	SPACING ACUTE
U+00B5	µ	0xc2 0xb5	MICRO SIGN	
U+00B6	¶	0xc2 0xb6	PILCROW SIGN	PARAGRAPH SIGN
U+00B7	·	0xc2 0xb7	MIDDLE DOT	
U+00B8	¸	0xc2 0xb8	CEDILLA	SPACING CEDILLA
U+00B9	¹	0xc2 0xb9	SUPERSCRIPT ONE	SUPERSCRIPT DIGIT ONE
U+00BA	º	0xc2 0xba	MASCULINE ORDINAL INDICATOR	
U+00BB	»	0xc2 0xbb	RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK	RIGHT POINTING GUILLEMET
U+00BC	¼	0xc2 0xbc	VULGAR FRACTION ONE QUARTER	FRACTION ONE QUARTER
U+00BD	½	0xc2 0xbd	VULGAR FRACTION ONE HALF	FRACTION ONE HALF
U+00BE	¾	0xc2 0xbe	VULGAR FRACTION THREE QUARTERS	FRACTION THREE QUARTERS
U+00BF	¿	0xc2 0xbf	INVERTED QUESTION MARK	
U+00C0	À	0xc3 0x80	LATIN CAPITAL LETTER A WITH GRAVE	LATIN CAPITAL LETTER A GRAVE
U+00C1	Á	0xc3 0x81	LATIN CAPITAL LETTER A WITH ACUTE	LATIN CAPITAL LETTER A ACUTE
U+00C2	Â	0xc3 0x82	LATIN CAPITAL LETTER A WITH CIRCUMFLEX	LATIN CAPITAL LETTER A CIRCUMFLEX
U+00C3	Ã	0xc3 0x83	LATIN CAPITAL LETTER A WITH TILDE	LATIN CAPITAL LETTER A TILDE
U+00C4	Ä	0xc3 0x84	LATIN CAPITAL LETTER A WITH DIAERESIS	LATIN CAPITAL LETTER A DIAERESIS
U+00C5	Å	0xc3 0x85	LATIN CAPITAL LETTER A WITH RING ABOVE	LATIN CAPITAL LETTER A RING
U+00C6	Æ	0xc3 0x86	LATIN CAPITAL LETTER AE	LATIN CAPITAL LETTER A E
U+00C7	Ç	0xc3 0x87	LATIN CAPITAL LETTER C WITH CEDILLA	LATIN CAPITAL LETTER C CEDILLA
U+00C8	È	0xc3 0x88	LATIN CAPITAL LETTER E WITH GRAVE	LATIN CAPITAL LETTER E GRAVE
U+00C9	É	0xc3 0x89	LATIN CAPITAL LETTER E WITH ACUTE	LATIN CAPITAL LETTER E ACUTE
U+00CA	Ê	0xc3 0x8a	LATIN CAPITAL LETTER E WITH CIRCUMFLEX	LATIN CAPITAL LETTER E CIRCUMFLEX
U+00CB	Ë	0xc3 0x8b	LATIN CAPITAL LETTER E WITH DIAERESIS	LATIN CAPITAL LETTER E DIAERESIS
U+00CC	Ì	0xc3 0x8c	LATIN CAPITAL LETTER I WITH GRAVE	LATIN CAPITAL LETTER I GRAVE
U+00CD	Í	0xc3 0x8d	LATIN CAPITAL LETTER I WITH ACUTE	LATIN CAPITAL LETTER I ACUTE
U+00CE	Î	0xc3 0x8e	LATIN CAPITAL LETTER I WITH CIRCUMFLEX	LATIN CAPITAL LETTER I CIRCUMFLEX
U+00CF	Ï	0xc3 0x8f	LATIN CAPITAL LETTER I WITH DIAERESIS	LATIN CAPITAL LETTER I DIAERESIS
U+00D0	Ð	0xc3 0x90	LATIN CAPITAL LETTER ETH	
U+00D1	Ñ	0xc3 0x91	LATIN CAPITAL LETTER N WITH TILDE	LATIN CAPITAL LETTER N TILDE
U+00D2	Ò	0xc3 0x92	LATIN CAPITAL LETTER O WITH GRAVE	LATIN CAPITAL LETTER O GRAVE
U+00D3	Ó	0xc3 0x93	LATIN CAPITAL LETTER O WITH ACUTE	LATIN CAPITAL LETTER O ACUTE
U+00D4	Ô	0xc3 0x94	LATIN CAPITAL LETTER O WITH CIRCUMFLEX	LATIN CAPITAL LETTER O CIRCUMFLEX
U+00D5	Õ	0xc3 0x95	LATIN CAPITAL LETTER O WITH TILDE	LATIN CAPITAL LETTER O TILDE
U+00D6	Ö	0xc3 0x96	LATIN CAPITAL LETTER O WITH DIAERESIS	LATIN CAPITAL LETTER O DIAERESIS
U+00D7	×	0xc3 0x97	MULTIPLICATION SIGN	
U+00D8	Ø	0xc3 0x98	LATIN CAPITAL LETTER O WITH STROKE	LATIN CAPITAL LETTER O SLASH
U+00D9	Ù	0xc3 0x99	LATIN CAPITAL LETTER U WITH GRAVE	LATIN CAPITAL LETTER U GRAVE
U+00DA	Ú	0xc3 0x9a	LATIN CAPITAL LETTER U WITH ACUTE	LATIN CAPITAL LETTER U ACUTE
U+00DB	Û	0xc3 0x9b	LATIN CAPITAL LETTER U WITH CIRCUMFLEX	LATIN CAPITAL LETTER U CIRCUMFLEX
U+00DC	Ü	0xc3 0x9c	LATIN CAPITAL LETTER U WITH DIAERESIS	LATIN CAPITAL LETTER U DIAERESIS
U+00DD	Ý	0xc3 0x9d	LATIN CAPITAL LETTER Y WITH ACUTE	LATIN CAPITAL LETTER Y ACUTE
U+00DE	Þ	0xc3 0x9e	LATIN CAPITAL LETTER THORN	
U+00DF	ß	0xc3 0x9f	LATIN SMALL LETTER SHARP S	
U+00E0	à	0xc3 0xa0	LATIN SMALL LETTER A WITH GRAVE	LATIN SMALL LETTER A GRAVE
U+00E1	á	0xc3 0xa1	LATIN SMALL LETTER A WITH ACUTE	LATIN SMALL LETTER A ACUTE
U+00E2	â	0xc3 0xa2	LATIN SMALL LETTER A WITH CIRCUMFLEX	LATIN SMALL LETTER A CIRCUMFLEX
U+00E3	ã	0xc3 0xa3	LATIN SMALL LETTER A WITH TILDE	LATIN SMALL LETTER A TILDE
U+00E4	ä	0xc3 0xa4	LATIN SMALL LETTER A WITH DIAERESIS	LATIN SMALL LETTER A DIAERESIS
U+00E5	å	0xc3 0xa5	LATIN SMALL LETTER A WITH RING ABOVE	LATIN SMALL LETTER A RING
U+00E6	æ	0xc3 0xa6	LATIN SMALL LETTER AE	LATIN SMALL LETTER A E
U+00E7	ç	0xc3 0xa7	LATIN SMALL LETTER C WITH CEDILLA	LATIN SMALL LETTER C CEDILLA
U+00E8	è	0xc3 0xa8	LATIN SMALL LETTER E WITH GRAVE	LATIN SMALL LETTER E GRAVE
U+00E9	é	0xc3 0xa9	LATIN SMALL LETTER E WITH ACUTE	LATIN SMALL LETTER E ACUTE
U+00EA	ê	0xc3 0xaa	LATIN SMALL LETTER E WITH CIRCUMFLEX	LATIN SMALL LETTER E CIRCUMFLEX
U+00EB	ë	0xc3 0xab	LATIN SMALL LETTER E WITH DIAERESIS	LATIN SMALL LETTER E DIAERESIS
U+00EC	ì	0xc3 0xac	LATIN SMALL LETTER I WITH GRAVE	LATIN SMALL LETTER I GRAVE
U+00ED	í	0xc3 0xad	LATIN SMALL LETTER I WITH ACUTE	LATIN SMALL LETTER I ACUTE
U+00EE	î	0xc3 0xae	LATIN SMALL LETTER I WITH CIRCUMFLEX	LATIN SMALL LETTER I CIRCUMFLEX
U+00EF	ï	0xc3 0xaf	LATIN SMALL LETTER I WITH DIAERESIS	LATIN SMALL LETTER I DIAERESIS
U+00F0	ð	0xc3 0xb0	LATIN SMALL LETTER ETH	
U+00F1	ñ	0xc3 0xb1	LATIN SMALL LETTER N WITH TILDE	LATIN SMALL LETTER N TILDE
U+00F2	ò	0xc3 0xb2	LATIN SMALL LETTER O WITH GRAVE	LATIN SMALL LETTER O GRAVE
U+00F3	ó	0xc3 0xb3	LATIN SMALL LETTER O WITH ACUTE	LATIN SMALL LETTER O ACUTE
U+00F4	ô	0xc3 0xb4	LATIN SMALL LETTER O WITH CIRCUMFLEX	LATIN SMALL LETTER O CIRCUMFLEX
U+00F5	õ	0xc3 0xb5	LATIN SMALL LETTER O WITH TILDE	LATIN SMALL LETTER O TILDE
U+00F6	ö	0xc3 0xb6	LATIN SMALL LETTER O WITH DIAERESIS	LATIN SMALL LETTER O DIAERESIS
U+00F7	÷	0xc3 0xb7	DIVISION SIGN	
U+00F8	ø	0xc3 0xb8	LATIN SMALL LETTER O WITH STROKE	LATIN SMALL LETTER O SLASH
U+00F9	ù	0xc3 0xb9	LATIN SMALL LETTER U WITH GRAVE	LATIN SMALL LETTER U GRAVE
U+00FA	ú	0xc3 0xba	LATIN SMALL LETTER U WITH ACUTE	LATIN SMALL LETTER U ACUTE
U+00FB	û	0xc3 0xbb	LATIN SMALL LETTER U WITH CIRCUMFLEX	LATIN SMALL LETTER U CIRCUMFLEX
U+00FC	ü	0xc3 0xbc	LATIN SMALL LETTER U WITH DIAERESIS	LATIN SMALL LETTER U DIAERESIS
U+00FD	ý	0xc3 0xbd	LATIN SMALL LETTER Y WITH ACUTE	LATIN SMALL LETTER Y ACUTE
U+00FE	þ	0xc3 0xbe	LATIN SMALL LETTER THORN	
U+00FF	ÿ	0xc3 0xbf	LATIN SMALL LETTER Y WITH DIAERESIS	LATIN SMALL LETTER Y DIAERESIS
U+0100	Ā	0xc4 0x80	LATIN CAPITAL LETTER A WITH MACRON	LATIN CAPITAL LETTER A MACRON
U+0101	ā	0xc4 0x81	LATIN SMALL LETTER A WITH MACRON	LATIN SMALL LETTER A MACRON
U+0102	Ă	0xc4 0x82	LATIN CAPITAL LETTER A WITH BREVE	LATIN CAPITAL LETTER A BREVE
U+0103	ă	0xc4 0x83	LATIN SMALL LETTER A WITH BREVE	LATIN SMALL LETTER A BREVE
U+0104	Ą	0xc4 0x84	LATIN CAPITAL LETTER A WITH OGONEK	LATIN CAPITAL LETTER A OGONEK
U+0105	ą	0xc4 0x85	LATIN SMALL LETTER A WITH OGONEK	LATIN SMALL LETTER A OGONEK
U+0106	Ć	0xc4 0x86	LATIN CAPITAL LETTER C WITH ACUTE	LATIN CAPITAL LETTER C ACUTE
U+0107	ć	0xc4 0x87	LATIN SMALL LETTER C WITH ACUTE	LATIN SMALL LETTER C ACUTE
U+0108	Ĉ	0xc4 0x88	LATIN CAPITAL LETTER C WITH CIRCUMFLEX	LATIN CAPITAL LETTER C CIRCUMFLEX
U+0109	ĉ	0xc4 0x89	LATIN SMALL LETTER C WITH CIRCUMFLEX	LATIN SMALL LETTER C CIRCUMFLEX
U+010A	Ċ	0xc4 0x8a	LATIN CAPITAL LETTER C WITH DOT ABOVE	LATIN CAPITAL LETTER C DOT
U+010B	ċ	0xc4 0x8b	LATIN SMALL LETTER C WITH DOT ABOVE	LATIN SMALL LETTER C DOT
U+010C	Č	0xc4 0x8c	LATIN CAPITAL LETTER C WITH CARON	LATIN CAPITAL LETTER C HACEK
U+010D	č	0xc4 0x8d	LATIN SMALL LETTER C WITH CARON	LATIN SMALL LETTER C HACEK
U+010E	Ď	0xc4 0x8e	LATIN CAPITAL LETTER D WITH CARON	LATIN CAPITAL LETTER D HACEK
U+010F	ď	0xc4 0x8f	LATIN SMALL LETTER D WITH CARON	LATIN SMALL LETTER D HACEK
U+0110	Đ	0xc4 0x90	LATIN CAPITAL LETTER D WITH STROKE	LATIN CAPITAL LETTER D BAR
U+0111	đ	0xc4 0x91	LATIN SMALL LETTER D WITH STROKE	LATIN SMALL LETTER D BAR
U+0112	Ē	0xc4 0x92	LATIN CAPITAL LETTER E WITH MACRON	LATIN CAPITAL LETTER E MACRON
U+0113	ē	0xc4 0x93	LATIN SMALL LETTER E WITH MACRON	LATIN SMALL LETTER E MACRON
U+0114	Ĕ	0xc4 0x94	LATIN CAPITAL LETTER E WITH BREVE	LATIN CAPITAL LETTER E BREVE
U+0115	ĕ	0xc4 0x95	LATIN SMALL LETTER E WITH BREVE	LATIN SMALL LETTER E BREVE
U+0116	Ė	0xc4 0x96	LATIN CAPITAL LETTER E WITH DOT ABOVE	LATIN CAPITAL LETTER E DOT
U+0117	ė	0xc4 0x97	LATIN SMALL LETTER E WITH DOT ABOVE	LATIN SMALL LETTER E DOT
U+0118	Ę	0xc4 0x98	LATIN CAPITAL LETTER E WITH OGONEK	LATIN CAPITAL LETTER E OGONEK
U+0119	ę	0xc4 0x99	LATIN SMALL LETTER E WITH OGONEK	LATIN SMALL LETTER E OGONEK
U+011A	Ě	0xc4 0x9a	LATIN CAPITAL LETTER E WITH CARON	LATIN CAPITAL LETTER E HACEK
U+011B	ě	0xc4 0x9b	LATIN SMALL LETTER E WITH CARON	LATIN SMALL LETTER E HACEK
U+011C	Ĝ	0xc4 0x9c	LATIN CAPITAL LETTER G WITH CIRCUMFLEX	LATIN CAPITAL LETTER G CIRCUMFLEX
U+011D	ĝ	0xc4 0x9d	LATIN SMALL LETTER G WITH CIRCUMFLEX	LATIN SMALL LETTER G CIRCUMFLEX
U+011E	Ğ	0xc4 0x9e	LATIN CAPITAL LETTER G WITH BREVE	LATIN CAPITAL LETTER G BREVE
U+011F	ğ	0xc4 0x9f	LATIN SMALL LETTER G WITH BREVE	LATIN SMALL LETTER G BREVE
U+0120	Ġ	0xc4 0xa0	LATIN CAPITAL LETTER G WITH DOT ABOVE	LATIN CAPITAL LETTER G DOT
U+0121	ġ	0xc4 0xa1	LATIN SMALL LETTER G WITH DOT ABOVE	LATIN SMALL LETTER G DOT
U+0122	Ģ	0xc4 0xa2	LATIN CAPITAL LETTER G WITH CEDILLA	LATIN CAPITAL LETTER G CEDILLA
U+0123	ģ	0xc4 0xa3	LATIN SMALL LETTER G WITH CEDILLA	LATIN SMALL LETTER G CEDILLA
U+0124	Ĥ	0xc4 0xa4	LATIN CAPITAL LETTER H WITH CIRCUMFLEX	LATIN CAPITAL LETTER H CIRCUMFLEX
U+0125	ĥ	0xc4 0xa5	LATIN SMALL LETTER H WITH CIRCUMFLEX	LATIN SMALL LETTER H CIRCUMFLEX
U+0126	Ħ	0xc4 0xa6	LATIN CAPITAL LETTER H WITH STROKE	LATIN CAPITAL LETTER H BAR
U+0127	ħ	0xc4 0xa7	LATIN SMALL LETTER H WITH STROKE	LATIN SMALL LETTER H BAR
U+0128	Ĩ	0xc4 0xa8	LATIN CAPITAL LETTER I WITH TILDE	LATIN CAPITAL LETTER I TILDE
U+0129	ĩ	0xc4 0xa9	LATIN SMALL LETTER I WITH TILDE	LATIN SMALL LETTER I TILDE
U+012A	Ī	0xc4 0xaa	LATIN CAPITAL LETTER I WITH MACRON	LATIN CAPITAL LETTER I MACRON
U+012B	ī	0xc4 0xab	LATIN SMALL LETTER I WITH MACRON	LATIN SMALL LETTER I MACRON
U+012C	Ĭ	0xc4 0xac	LATIN CAPITAL LETTER I WITH BREVE	LATIN CAPITAL LETTER I BREVE
U+012D	ĭ	0xc4 0xad	LATIN SMALL LETTER I WITH BREVE	LATIN SMALL LETTER I BREVE
U+012E	Į	0xc4 0xae	LATIN CAPITAL LETTER I WITH OGONEK	LATIN CAPITAL LETTER I OGONEK
U+012F	į	0xc4 0xaf	LATIN SMALL LETTER I WITH OGONEK	LATIN SMALL LETTER I OGONEK
U+0130	İ	0xc4 0xb0	LATIN CAPITAL LETTER I WITH DOT ABOVE	LATIN CAPITAL LETTER I DOT
U+0131	ı	0xc4 0xb1	LATIN SMALL LETTER DOTLESS I	
U+0132	Ĳ	0xc4 0xb2	LATIN CAPITAL LIGATURE IJ	LATIN CAPITAL LETTER I J
U+0133	ĳ	0xc4 0xb3	LATIN SMALL LIGATURE IJ	LATIN SMALL LETTER I J
U+0134	Ĵ	0xc4 0xb4	LATIN CAPITAL LETTER J WITH CIRCUMFLEX	LATIN CAPITAL LETTER J CIRCUMFLEX
U+0135	ĵ	0xc4 0xb5	LATIN SMALL LETTER J WITH CIRCUMFLEX	LATIN SMALL LETTER J CIRCUMFLEX
U+0136	Ķ	0xc4 0xb6	LATIN CAPITAL LETTER K WITH CEDILLA	LATIN CAPITAL LETTER K CEDILLA
U+0137	ķ	0xc4 0xb7	LATIN SMALL LETTER K WITH CEDILLA	LATIN SMALL LETTER K CEDILLA
U+0138	ĸ	0xc4 0xb8	LATIN SMALL LETTER KRA	
U+0139	Ĺ	0xc4 0xb9	LATIN CAPITAL LETTER L WITH ACUTE	LATIN CAPITAL LETTER L ACUTE
U+013A	ĺ	0xc4 0xba	LATIN SMALL LETTER L WITH ACUTE	LATIN SMALL LETTER L ACUTE
U+013B	Ļ	0xc4 0xbb	LATIN CAPITAL LETTER L WITH CEDILLA	LATIN CAPITAL LETTER L CEDILLA
U+013C	ļ	0xc4 0xbc	LATIN SMALL LETTER L WITH CEDILLA	LATIN SMALL LETTER L CEDILLA
U+013D	Ľ	0xc4 0xbd	LATIN CAPITAL LETTER L WITH CARON	LATIN CAPITAL LETTER L HACEK
U+013E	ľ	0xc4 0xbe	LATIN SMALL LETTER L WITH CARON	LATIN SMALL LETTER L HACEK
U+013F	Ŀ	0xc4 0xbf	LATIN CAPITAL LETTER L WITH MIDDLE DOT	
U+0140	ŀ	0xc5 0x80	LATIN SMALL LETTER L WITH MIDDLE DOT	
U+0141	Ł	0xc5 0x81	LATIN CAPITAL LETTER L WITH STROKE	LATIN CAPITAL LETTER L SLASH
U+0142	ł	0xc5 0x82	LATIN SMALL LETTER L WITH STROKE	LATIN SMALL LETTER L SLASH
U+0143	Ń	0xc5 0x83	LATIN CAPITAL LETTER N WITH ACUTE	LATIN CAPITAL LETTER N ACUTE
U+0144	ń	0xc5 0x84	LATIN SMALL LETTER N WITH ACUTE	LATIN SMALL LETTER N ACUTE
U+0145	Ņ	0xc5 0x85	LATIN CAPITAL LETTER N WITH CEDILLA	LATIN CAPITAL LETTER N CEDILLA
U+0146	ņ	0xc5 0x86	LATIN SMALL LETTER N WITH CEDILLA	LATIN SMALL LETTER N CEDILLA
U+0147	Ň	0xc5 0x87	LATIN CAPITAL LETTER N WITH CARON	LATIN CAPITAL LETTER N HACEK
